Tiempo,Dilatacion,Temperatura,Densidad
89,76,30,34
38,133,8,93
12,23,16,134
187,145,88,99
47,5,96,31
193,87,98,131
94,55,53,95
86,146,0,27
90,148,84,99
180,41,23,130
78,130,2,56
63,189,148,178
142,35,7,41
57,146,142,149
156,112,25,193
92,152,145,35
57,184,138,195
0,171,30,6
9,31,53,42
152,133,63,128
5,16,52,131
29,124,42,24
183,85,114,25
84,99,137,103
36,171,153,46
124,173,60,6
144,49,47,44
5,67,165,182
162,183,171,34
20,108,109,140
145,155,41,109
87,77,160,152
165,73,145,26
129,140,67,193
93,79,45,136
127,109,124,107
186,35,149,111
177,122,28,11
143,150,174,97
111,181,0,13
154,147,114,192
170,148,192,5
100,51,168,186
118,78,21,96
15,185,145,97
198,51,194,56
113,150,120,7
48,83,52,188
168,7,173,157
52,190,23,187
93,3,124,122
50,118,24,83
89,3,123,180
165,69,135,130
5,160,181,19
19,60,111,15
19,123,40,60
41,170,15,176
6,107,157,80
96,158,64,37
82,141,80,65
72,98,59,1
83,187,167,137
107,9,117,29
181,134,20,86
20,36,55,46
51,156,159,179
100,124,78,17
124,159,114,50
5,112,85,90
34,91,84,115
4,54,107,55
93,199,197,136
94,13,140,148
95,99,91,196
91,155,72,129
137,126,16,89
56,187,144,15
46,88,59,110
171,138,102,30
2,189,79,30
34,166,173,141
75,124,114,119
169,86,95,35
112,162,50,85
181,140,43,177
155,108,198,78
8,111,15,11
188,64,176,178
27,41,51,178
148,80,73,125
47,72,7,115
142,140,171,119
168,31,147,0
98,129,46,74
153,187,118,128
45,66,92,94
154,139,33,122
131,176,148,74
179,174,194,54
171,127,198,135
180,188,192,70
25,41,80,31
145,164,153,23
113,132,37,187
55,139,187,1
189,195,179,117
40,22,199,78
43,71,191,184
24,51,32,11
163,166,83,191
30,153,189,48
180,14,57,21
91,144,45,25
42,23,1,187
157,164,173,18
0,196,50,96
83,153,48,25
92,135,157,94
189,156,178,171
40,23,151,189
9,83,13,113
1,91,13,177
195,65,193,36
31,181,167,129
147,119,157,31
170,35,20,188
45,176,42,137
193,104,25,153
28,130,7,168
74,46,73,23
175,96,2,32
52,121,57,23
163,98,103,58
29,134,7,65
176,92,18,117
113,59,100,81
20,80,19,198
198,66,14,83
112,42,54,150
127,21,191,177
60,181,76,112
37,110,174,125
150,86,77,146
40,47,31,135
176,126,121,163
131,61,178,125
48,111,23,192
162,5,115,147
78,164,2,9
67,77,153,76
68,59,165,135
178,163,116,10
114,107,33,183
93,147,8,49
190,58,187,60
57,65,194,108
135,8,162,36
7,176,45,141
24,53,142,191
184,106,173,48
29,44,33,190
47,88,170,124
145,84,36,187
69,154,164,0
198,134,52,173
98,155,23,94
60,176,4,177
119,179,31,182
173,96,108,38
33,7,166,192
59,26,40,9
41,189,173,78
94,103,79,34
3,160,141,164
24,13,156,84
75,22,194,189
127,97,58,108
90,46,31,145
182,63,67,100
157,128,29,109
173,74,145,120
3,25,159,195
36,96,16,29
32,50,150,63
147,79,13,183
131,97,9,38
14,81,48,93
84,86,13,35
131,37,0,155
78,24,199,182
91,13,102,15
102,127,40,182
26,133,155,73
16,130,111,142
171,196,44,45
60,132,118,113
137,140,85,139
28,140,89,72
199,77,54,114
177,171,174,180
142,53,67,59
5,192,162,141
136,89,146,139
175,140,52,170
145,135,117,91
68,150,10,92
152,78,18,175
135,140,126,172
14,62,48,50
46,155,10,174
190,57,137,117
15,88,72,25
68,32,27,19
35,53,152,60
183,186,45,8
148,95,97,5
99,106,119,94
97,155,67,122
139,87,91,125
22,175,36,8
77,16,23,70
164,78,13,182
188,76,66,46
14,143,192,83
63,113,30,138
179,129,187,0
197,127,74,23
72,132,130,74
118,29,163,120
79,5,74,57
9,178,51,35
195,175,188,81
148,13,115,87
20,54,75,195
104,39,189,145
171,192,173,181
184,92,144,116
145,163,143,116
195,172,151,113
139,144,59,29
65,74,124,183
106,155,105,93
96,62,138,42
184,45,49,12
74,178,78,175
54,144,83,41
44,142,113,81
180,27,147,83
157,6,15,16
15,179,70,138
55,31,42,60
134,66,185,16
49,47,146,10
113,63,78,76
145,161,113,92
6,71,114,18
139,4,176,5
86,61,183,85
82,91,129,77
49,50,110,187
38,177,143,147
29,90,25,158
164,54,22,158
13,28,186,181
85,196,118,180
169,149,170,89
97,127,110,195
63,9,104,94
89,116,177,172
103,130,105,108
112,154,85,61
157,146,124,18
40,53,168,164
58,132,4,112
60,91,75,141
170,33,158,55
102,50,34,58
52,79,123,171
43,0,157,96
51,20,83,1
111,94,158,2
9,164,40,104
163,185,66,84
127,37,88,61
159,164,90,152
35,108,95,171
170,70,41,60
161,192,109,185
178,70,17,0
39,110,6,119
106,52,95,30
38,9,23,85
61,98,146,75
178,115,175,16
134,120,12,46
3,193,85,7
122,18,65,183
110,192,62,66
118,92,38,97
172,12,75,145
27,191,141,185
22,153,168,147
132,68,109,71
126,131,8,123
48,66,127,24
55,132,30,104
177,151,190,75
40,147,99,52
42,184,46,162
183,155,27,124
101,111,18,180
39,58,97,3
150,43,13,55
95,159,118,86
8,164,150,168
35,29,19,57
19,26,75,189
67,94,27,124
64,85,118,28
121,148,140,96
164,149,132,195
158,43,186,11
140,95,92,114
160,42,195,16
183,162,166,156
111,118,25,51
27,69,22,87
151,102,33,154
33,78,169,184
173,42,135,142
33,162,105,194
189,51,179,48
107,2,121,7
106,38,108,87
27,74,151,191
194,166,50,3
62,137,165,116
74,180,31,19
95,69,150,154
107,117,172,197
141,91,2,17
17,125,38,27
160,128,126,171
157,43,85,180
45,164,99,28
176,15,125,29
76,84,51,138
140,69,130,150
176,156,38,84
86,42,45,152
168,45,20,154
47,134,33,166
49,95,148,176
9,47,172,16
96,198,137,133
151,68,30,120
109,137,61,155
34,36,125,79
86,23,160,196
51,52,138,30
31,166,174,195
120,142,159,136
113,125,161,18
89,31,154,156
119,153,65,51
177,34,199,108
44,167,155,73
41,7,51,182
28,181,75,73
180,83,84,87
141,173,26,53
118,176,198,139
28,146,76,139
89,113,164,123
77,93,140,145
74,179,16,39
46,47,20,197
173,57,198,169
121,191,50,90
149,195,5,96
196,189,45,100
34,23,125,62
183,20,157,18
9,95,139,64
113,64,146,35
194,27,4,147
19,86,152,190
119,189,152,187
39,11,109,75
63,76,126,9
187,77,179,88
26,126,120,32
28,158,91,33
98,109,47,82
157,169,128,124
136,74,154,129
106,97,156,23
199,120,92,89
82,109,29,161
59,185,141,78
71,103,32,136
74,78,121,43
11,125,46,148
52,40,101,98
164,64,152,136
78,20,79,116
108,86,83,102
109,170,182,29
55,46,84,91
48,196,8,90
124,60,123,179
5,164,47,90
2,188,160,85
118,154,132,60
55,117,112,53
95,182,19,68
3,1,70,107
73,123,48,137
182,162,178,84
67,17,164,142
55,166,22,113
26,169,23,148
60,78,136,165
24,96,97,148
3,124,18,62
149,57,195,23
50,197,55,28
80,45,13,84
151,46,18,35
104,29,24,183
137,16,69,92
126,4,168,64
8,61,145,131
40,94,167,131
84,39,36,56
73,167,198,134
107,13,121,35
109,110,132,39
104,105,32,151
178,45,36,162
193,3,166,45
137,129,196,158
197,104,112,84
5,44,60,14
12,4,18,108
113,71,190,69
135,25,175,10
70,182,31,124
114,76,53,154
80,130,64,90
92,197,153,193
191,3,33,35
126,10,48,157
114,133,122,139
33,121,132,162
90,165,15,62
15,192,135,141
97,30,70,169
50,142,157,168
107,95,13,161
110,101,198,170
111,22,61,55
170,193,18,160
153,123,73,13
160,13,162,94
72,98,119,122
143,182,38,60
132,90,147,170
21,5,66,12
127,147,152,89
50,186,49,135
76,57,92,192
174,193,17,39
109,127,37,92
137,120,32,11
116,8,59,60
61,164,126,79
78,50,123,134
97,182,121,45
100,89,136,24
55,0,79,163
23,73,66,159
81,20,142,103
88,48,149,155
102,175,23,55
84,108,55,191
30,104,69,102
85,70,91,196
151,1,98,196
193,194,28,97
65,17,154,113
83,68,33,116
84,73,2,79
199,67,184,78
178,44,136,194
146,36,173,55
169,135,171,19
190,20,92,194
194,122,84,158
163,195,50,151
199,197,22,144
2,68,76,70
114,199,31,133
87,61,185,102
196,99,125,84
86,93,161,192
72,189,110,43
55,1,27,187
50,6,181,198
159,147,184,94
17,44,113,80
1,19,23,189
144,174,135,157
12,123,24,115
104,198,109,66
13,43,86,66
101,140,118,103
135,19,137,120
84,61,40,117
189,85,6,161
113,164,190,16
172,121,76,0
92,106,45,105
23,44,82,71
89,179,5,113
184,69,147,173
136,22,94,83
43,38,8,131
83,151,58,97
40,9,31,153
166,134,6,185
159,7,15,188
171,67,110,85
81,102,87,137
81,4,17,10
86,34,37,12
17,139,171,49
15,121,26,134
156,24,164,121
86,4,80,124
142,182,82,180
153,76,39,89
100,143,76,106
50,53,172,23
81,130,148,184
39,79,159,75
119,103,17,70
155,182,62,50
188,198,61,179
95,100,52,29
39,76,161,190
165,191,50,74
65,161,91,117
21,138,79,86
177,117,62,73
183,119,30,139
73,4,37,100
186,52,83,100
26,140,10,115
189,175,180,149
148,67,1,111
97,95,84,86
110,109,74,178
124,113,162,37
136,26,194,196
121,169,128,24
169,157,13,24
128,77,101,90
170,149,0,147
46,165,171,1
96,109,14,87
195,22,97,37
42,5,91,143
99,56,49,62
26,169,78,35
21,14,79,147
144,157,193,161
39,145,149,50
162,148,60,114
91,149,23,155
78,10,195,65
48,109,187,165
142,147,189,86
128,55,82,26
29,164,90,16
7,75,143,66
46,34,5,63
166,72,171,138
48,39,37,153
58,59,27,51
100,48,186,109
1,77,171,122
156,33,182,95
115,164,28,82
184,75,56,199
134,177,72,93
171,101,182,122
26,37,100,80
12,104,186,102
10,157,171,20
176,45,109,144
162,194,114,112
133,32,110,141
149,143,3,130
75,101,108,140
86,49,138,95
7,145,118,1
41,127,128,46
60,73,182,80
42,61,118,143
182,24,55,173
32,122,197,164
41,149,74,20
170,12,112,99
53,139,114,144
183,157,52,197
151,127,19,159
194,100,189,45
1,88,186,82
147,193,155,92
27,139,30,73
22,187,87,167
62,119,47,95
183,4,24,114
37,49,150,171
172,78,68,97
180,7,104,35
171,58,42,0
145,153,85,147
35,42,115,189
24,45,156,99
166,22,180,62
131,12,63,105
182,175,88,108
80,23,148,160
10,161,75,30
38,50,93,64
194,179,113,11
7,73,144,97
59,66,30,104
74,26,197,110
55,5,137,100
172,159,127,104
179,29,199,140
26,59,157,31
166,121,132,143
179,72,136,6
128,80,159,123
192,177,35,178
68,130,2,16
86,187,54,38
139,110,158,109
150,100,125,110
55,186,143,47
141,158,118,166
158,183,103,8
141,35,120,89
48,23,17,154
115,95,82,197
46,3,93,14
131,154,50,191
38,12,167,178
165,122,2,30
107,174,94,9
153,118,121,35
25,78,76,73
178,118,25,90
146,99,41,123
82,4,113,191
79,115,0,91
61,186,0,176
90,163,125,12
105,49,153,95
140,142,190,40
88,111,120,77
82,149,144,145
149,141,27,93
91,196,51,22
4,146,133,132
13,69,5,39
106,34,137,62
106,11,44,167
195,197,105,116
164,102,73,69
19,172,85,144
102,103,191,40
116,104,43,130
176,39,40,145
156,167,15,151
86,0,162,195
7,111,198,146
140,124,194,70
118,62,34,92
77,46,96,55
24,23,87,172
31,112,60,172
134,82,22,167
141,119,79,53
5,46,10,147
65,89,42,58
85,11,1,140
3,62,67,18
21,176,161,101
118,125,112,87
188,144,87,65
199,169,131,140
188,122,22,95
18,79,75,55
113,168,44,146
78,33,60,58
0,65,89,151
129,167,29,185
71,35,113,140
34,76,97,167
144,185,171,57
196,153,5,99
103,66,121,36
59,52,12,129
141,49,5,78
174,59,10,149
199,71,51,190
55,81,69,193
127,11,80,21
105,147,170,189
48,106,113,28
105,178,81,94
113,22,139,43
196,162,106,160
86,59,39,123
34,160,192,96
11,58,44,24
188,63,96,196
163,125,35,102
57,51,86,100
188,154,111,83
78,178,33,147
73,105,106,151
184,84,180,66
198,29,64,145
96,128,18,186
193,123,137,78
128,30,142,187
53,161,11,139
174,44,128,18
12,57,54,135
44,97,13,123
95,191,195,180
38,105,109,6
129,175,152,148
99,26,120,45
31,172,153,194
11,191,14,31
129,141,89,189
135,169,68,139
189,173,177,28
44,136,75,115
124,199,106,161
124,193,106,87
190,0,136,20
21,20,197,166
12,147,137,40
35,199,37,117
184,109,32,140
5,0,46,140
21,111,144,192
15,71,18,89
174,103,112,47
196,180,121,19
79,165,136,128
96,20,141,50
128,101,175,41
42,83,92,105
61,171,163,7
112,3,196,80
56,132,67,191
138,185,10,199
5,118,64,29
32,88,102,72
78,179,5,110
143,108,44,183
134,23,17,197
194,117,77,1
69,62,5,19
140,52,141,66
184,56,123,149
179,92,173,190
155,104,47,178
76,92,128,166
58,195,143,62
154,157,101,144
110,116,13,176
4,99,22,44
178,101,16,54
48,124,183,147
167,53,71,168
100,108,33,97
96,10,187,160
135,190,30,155
95,68,178,174
129,80,103,48
115,3,142,159
45,137,127,114
132,170,33,50
195,120,95,191
153,107,125,22
120,51,174,71
81,103,192,161
55,20,81,77
112,114,129,20
172,40,177,155
41,127,143,166
197,125,44,53
189,196,97,1
172,144,0,182
22,71,43,174
193,102,116,181
150,33,88,134
167,150,136,187
97,188,32,141
57,148,77,99
102,77,181,165
17,100,134,63
168,115,128,176
105,122,154,151
179,119,38,1
122,119,165,166
76,168,75,119
126,13,27,193
161,144,193,84
92,171,41,174
11,27,28,4
138,154,23,156
11,38,160,154
98,18,36,19
84,90,122,97
92,64,68,36
108,194,176,136
150,120,168,148
4,19,163,160
27,82,34,87
30,105,1,87
173,66,182,148
108,39,193,85
160,179,114,21
130,83,158,14
58,77,70,10
88,55,94,17
82,21,160,24
80,32,41,126
19,178,78,160
51,2,89,153
142,21,33,110
159,52,197,137
105,190,91,163
194,32,191,66
189,52,133,18
162,114,185,84
86,147,17,106
138,79,36,63
155,15,31,185
114,182,50,176
94,165,31,40
147,64,177,161
55,132,152,84
91,100,153,73
196,146,13,144
171,180,63,33
140,184,139,190
98,150,59,186
157,146,196,169
28,57,99,51
164,126,40,196
160,171,192,135
166,136,41,172
13,16,175,71
5,58,192,81
142,26,125,170
1,180,102,39
48,184,12,157
57,154,80,31
6,170,130,161
166,185,165,10
59,139,186,112
191,165,185,95
173,199,77,88
111,35,119,171
134,101,88,160
35,77,85,107
149,55,129,105
86,106,92,111
18,191,128,148
43,124,116,1
92,112,149,49
23,180,107,189
186,60,80,181
165,186,177,8
71,74,185,182
91,38,166,26
37,136,119,77
95,192,50,113
75,172,126,94
55,187,177,67
0,190,66,88
9,117,60,105
132,91,2,1
98,62,190,170
32,184,183,74
194,13,94,198
133,29,21,142
192,44,152,4
182,172,80,85
41,62,110,134
112,102,132,164
146,77,106,117
113,40,82,110
98,163,167,122
162,143,37,198
24,91,194,84
182,52,112,88
30,23,11,196
178,2,188,46
145,18,116,178
45,176,37,104
186,188,87,145
68,188,96,69
56,34,54,131
140,13,166,132
70,172,30,145
48,30,39,109
30,166,75,102
2,177,161,54
93,147,189,4
21,9,92,194
2,25,199,73
97,28,9,104
151,88,28,93
165,166,155,0
65,4,93,191
34,151,81,140
104,172,129,7
178,1,184,117
173,123,87,165
66,188,154,8
0,19,24,95
62,49,5,11
94,165,130,78
137,196,110,98
60,15,157,75
142,38,106,107
3,0,126,33
42,99,51,31
131,15,6,122
33,108,104,127
38,47,147,23
110,19,54,85
22,192,100,144
31,151,81,66
39,182,135,83
190,149,90,175
192,133,79,88
17,141,103,125
134,185,131,114
131,144,77,56
114,87,51,34
183,153,143,158
188,194,90,192
124,191,189,95
116,109,95,61
55,191,172,17
188,66,86,146
17,66,81,145
108,56,5,182
88,42,9,168
127,114,74,185
154,91,123,137
72,190,8,74
108,112,141,14
164,32,169,79
47,50,82,64
199,165,151,88
127,148,73,72
64,199,39,186
5,95,100,115
179,98,162,55
196,182,156,119
144,101,92,14
164,177,119,34
147,15,96,157
23,12,167,139
79,122,76,143
114,179,118,150
48,183,175,37
161,121,109,154
56,152,184,116
70,178,129,67
69,113,56,63
52,47,171,36
72,91,83,2
120,119,6,143
63,151,94,187
49,192,184,11
134,106,30,9
153,182,6,5
14,147,77,11
101,49,88,189
34,171,25,5
56,164,125,98
188,1,199,32
172,17,152,120
152,82,198,20
28,197,154,7
166,39,161,190
184,123,45,122
66,63,77,181
42,126,64,70
22,67,85,127
161,5,110,129
117,34,35,9
194,91,127,120
132,190,102,192
27,34,135,138
185,193,129,74
68,36,159,105
44,187,16,99
41,83,18,157
53,164,154,39
83,170,188,122
125,133,105,95
12,95,131,151
141,1,14,99
23,59,178,152
10,5,48,12
51,184,137,199
43,148,96,173
107,72,83,16
92,46,60,173
180,150,149,23
2,186,100,122
72,148,50,194
91,144,163,150
149,78,192,61
101,136,170,61
172,84,98,176
152,19,128,114
40,84,120,57
42,67,23,49
39,111,166,32
118,77,6,90
145,197,136,88
51,128,175,53
135,74,187,62
192,97,140,121
69,169,107,36
124,95,47,91
37,62,112,89
164,46,85,67
85,166,178,107
144,43,191,47
66,55,131,79
192,175,85,169
139,100,8,39
83,65,70,27
96,181,0,20
92,60,24,141
109,190,179,115
163,71,183,97
167,153,36,163
52,60,158,149
20,56,149,159
102,63,179,183
11,178,195,116
94,38,75,166
45,139,123,9
183,121,193,153
2,162,40,11
107,126,77,188
183,115,67,53
174,74,3,55
54,108,89,60
99,11,73,126
148,34,75,142
57,6,182,157
104,131,1,177
23,40,17,130
27,178,90,72
115,161,67,62
199,48,85,7
99,5,149,42
44,98,27,89
123,120,36,155
100,141,73,29
159,39,183,119
39,86,102,40
81,119,121,43
88,40,98,128
33,55,20,68
20,51,32,49
128,161,64,49
35,198,98,67
124,132,5,94
82,63,127,92
30,59,195,100
186,183,110,10
173,108,98,187
52,188,30,182
53,137,56,155
11,180,56,97
15,152,62,80
14,23,73,192
187,24,25,98
61,114,143,98
0,45,174,138
177,88,96,68
1,42,108,130
44,108,84,56
93,40,78,72
72,184,135,132
8,49,63,173
111,27,194,184
199,87,63,110
26,61,129,100
146,131,56,122
108,8,147,159
160,65,172,2
186,125,165,169
62,112,67,86
89,101,23,107
47,117,174,198
77,99,143,69
52,194,131,173
9,96,44,31
154,81,86,156
178,9,96,81
101,175,184,128
110,126,138,82
8,145,54,162
92,195,181,136
148,188,101,13
198,162,183,164
47,177,56,55
25,50,6,79
132,165,110,35
129,1,172,6
199,157,64,40
95,113,121,119
79,125,173,175
129,72,9,176
183,57,117,194
127,197,85,15
97,95,170,12
37,12,112,97
100,11,94,1
73,62,112,102
0,181,68,167
108,37,97,179
87,180,23,64
149,42,114,35
168,17,187,195
17,184,95,141
168,15,133,98
176,2,163,134
45,193,14,3
78,132,156,172
142,81,161,170
56,153,7,15
119,80,160,90
65,173,127,6
149,161,127,40
38,48,195,44
47,150,74,98
193,77,68,109
18,5,74,16
158,128,52,138
3,108,125,81
58,155,61,31
6,184,88,67
61,136,8,116
183,196,197,13
170,172,118,148
155,33,162,137
19,39,111,27
161,136,126,61
142,86,196,98
199,136,149,61
96,132,23,108
91,66,195,147
35,46,165,136
66,168,133,178
163,131,65,174
195,132,81,21
199,181,103,43
35,39,161,190
180,42,195,85
0,134,198,42
37,130,123,65
196,115,42,152
67,47,112,48
10,105,94,136
28,101,166,1
59,67,98,107
5,175,188,166
194,177,23,165
103,101,121,98
181,155,123,27
5,0,182,66
23,46,58,44
189,38,114,173
117,132,150,44
151,105,87,98
43,133,73,10
199,171,75,38
126,158,199,53
111,73,127,9
177,73,65,171
42,114,173,6
74,34,140,93
158,192,183,178
194,158,142,146
125,57,121,199
108,72,153,101
139,181,69,78
118,35,43,130
154,188,90,7
143,188,68,116
60,138,11,121
68,140,130,174
55,23,157,129
134,155,65,121
8,116,69,82
126,82,54,142
118,27,163,19
49,94,195,77
88,98,70,93
143,7,171,193
27,24,125,135
180,136,195,104
51,148,19,34
126,39,13,40
78,96,156,109
68,197,32,136
96,16,125,185
33,6,174,37
11,0,14,42
10,23,70,134
91,192,175,136
183,53,2,137
105,0,136,141
115,116,45,86
57,137,13,147
44,199,38,135
120,26,71,90
16,176,47,141
39,177,63,174
149,119,84,76
18,175,43,22
122,88,72,22
53,48,87,37
69,80,157,38
27,86,155,56
95,84,139,111
17,184,105,108
50,165,166,188
22,35,176,118
173,40,136,10
82,107,194,85
188,184,53,13
195,191,118,40
115,110,79,72
90,146,190,158
48,166,144,29
189,6,138,144
149,0,52,132
157,192,18,143
57,93,10,106
33,38,134,35
131,39,132,16
10,7,115,88
33,114,70,165
153,120,26,5
17,50,175,186
185,28,81,56
178,122,138,135
128,141,116,155
198,80,43,25
137,172,6,68
192,12,180,178
174,183,52,166
124,152,198,176
143,36,57,161
105,166,178,198
138,29,34,102
191,100,174,58
62,58,83,154
3,55,48,26
122,150,121,149
179,93,168,150
99,36,131,87
35,106,12,44
6,198,94,52
178,154,10,67
147,99,130,148
79,159,93,66
194,107,126,14
149,46,83,156
35,146,194,195
144,178,108,17
15,51,140,165
114,27,179,6
29,191,171,12
15,38,40,188
151,12,164,157
66,23,103,155
152,103,9,0
158,25,121,122
116,41,50,176
155,1,173,35
0,73,85,49
154,109,180,136
88,76,159,113
170,72,29,155
28,193,65,10
167,10,12,189
67,44,18,186
161,159,70,3
153,18,174,34
169,85,151,57
68,116,105,101
63,60,27,29
28,76,86,23
175,0,56,67
50,1,101,80
59,120,46,136
68,144,57,145
140,185,114,122
61,88,17,175
113,69,60,106
135,115,36,88
85,67,119,158
94,187,132,199
115,107,53,184
193,79,27,39
56,186,70,173
109,112,137,87
72,79,64,14
84,196,12,138
160,98,178,69
115,180,130,65
171,178,14,89
80,199,112,123
35,78,193,48
175,128,15,7
84,176,174,39
9,37,59,196
146,196,26,60
71,151,191,146
164,192,117,52
131,191,40,151
95,73,185,144
10,70,94,95
3,172,29,71
36,9,127,144
18,184,113,50
27,57,60,113
18,152,3,54
9,33,137,199
61,66,124,179
163,188,117,172
41,50,152,61
60,63,177,139
38,32,91,150
30,139,61,146
93,114,21,5
161,2,176,85
113,67,133,150
90,36,106,122
133,2,51,150
2,86,140,40
42,130,158,156
95,139,169,38
134,3,155,88
72,15,194,27
171,91,34,146
45,140,162,65
58,132,131,167
162,166,48,124
39,163,190,15
140,151,148,115
58,33,189,64
64,72,0,146
19,140,178,26
114,68,168,5
130,116,173,18
158,111,93,146
88,148,96,10
197,34,64,90
175,146,18,125
25,193,56,115
181,167,52,71
142,170,161,157
25,154,73,23
118,107,67,187
26,114,168,73
29,80,60,125
34,44,51,144
84,106,80,70
113,4,131,104
42,133,87,116
170,102,98,199
137,145,158,75
78,192,186,121
144,47,186,3
110,25,190,54
171,106,152,43
79,47,54,109
123,146,70,191
14,40,87,67
194,182,116,89
52,26,176,189
192,12,71,184
152,62,52,17
137,129,152,103
154,74,115,193
76,93,172,92
152,118,197,192
30,182,138,85
109,93,97,116
174,35,132,23
79,33,117,173
18,69,137,52
162,126,79,156
119,110,96,42
75,177,170,161
6,52,184,95
166,179,177,121
158,35,99,85
94,159,11,93
98,175,189,59
100,106,139,52
1,20,141,164
9,4,70,153
47,94,91,135
46,9,88,174
89,56,167,46
43,169,57,189
26,168,51,68
21,8,112,156
22,192,103,170
68,159,58,160
162,79,180,33
36,77,139,153
2,77,33,43
73,32,188,27
45,110,39,129
38,0,150,107
141,74,4,111
148,46,45,182
137,43,39,100
53,192,150,43
188,67,68,66
79,175,72,66
197,13,64,62
40,69,26,148
148,195,97,142
121,114,132,196
72,80,28,128
13,108,50,121
91,49,199,88
92,158,91,8
159,177,174,68
21,63,75,70
51,198,18,12
111,112,85,163
105,23,17,144
135,4,196,181
190,68,82,1
17,42,22,70
177,66,71,51
101,76,198,128
154,157,126,62
143,24,120,33
50,192,193,121
25,127,3,128
190,75,68,194
46,51,118,37
140,131,95,12
11,5,10,109
94,28,68,34
4,73,72,87
171,130,69,48
193,43,177,110
174,55,113,183
178,134,186,62
28,188,22,30
107,132,138,76
89,198,85,3
36,189,149,39
140,120,106,126
102,106,174,29
70,12,101,89
162,35,164,143
41,1,35,38
59,85,197,39
29,108,33,171
32,169,65,162
73,53,62,190
81,195,34,27
143,153,163,131
73,193,198,134
26,99,62,128
57,110,79,0
122,76,10,9
97,136,195,116
134,42,26,194
62,111,30,18
100,187,147,25
139,11,150,192
112,10,59,21
64,188,135,169
116,157,146,53
